Lead_ID,Name,Company,Email,Phone,Lead_Source,Industry,Lead_Score,Lifecycle_Stage,Intent_Level,Contact_Owner,Last_Engagement_Date
1691,Steven Moreno,Savage-Mckinney,mccartykaitlin@santiago.com,720.956.2505,Webinar,SaaS,94,Customer,High,Rep C,2025-05-21
1692,Madison Wilson,"Mendoza, Green and Taylor",hendersonlauren@myers-patterson.info,(076)069-4202x2258,Facebook Ads,Healthcare,40,MQL,Low,Rep C,2025-05-24
1693,Calvin Hall,"Hill, Bennett and Mitchell",timothy40@gmail.com,+1-076-813-0103,Facebook Ads,Healthcare,2,Lead,Low,Rep C,2025-05-04
1694,Bradley Greene,"Garrett, Fields and Everett",sarahwilson@coleman.info,133.411.7027,Referral,E-commerce,81,Customer,High,Rep B,2025-04-16
1695,Nancy Cook,Duncan-Sanchez,pbrown@yahoo.com,024-839-9120x61559,LinkedIn DMs,Healthcare,41,MQL,Low,Rep C,2025-05-23
1696,Chelsea Hickman,Chavez Group,stephaniehernandez@gmail.com,(655)151-9275x410,LinkedIn DMs,HRTech,12,Lead,Low,Rep C,2025-05-13
1697,Mr. Joseph Walton,Hill and Sons,carterbrandy@gmail.com,168-802-8125,LinkedIn DMs,EdTech,35,MQL,Low,Rep B,2025-05-29
1698,Christopher Williams,"Sanchez, Phillips and Coleman",nelsonchristopher@garrison-cunningham.com,049.479.5343x30666,Facebook Ads,SaaS,65,SQL,Mid,Rep A,2025-05-12
1699,Gerald Melton,Barnes Ltd,rebeccamartin@johnson.com,(580)289-4683,Facebook Ads,E-commerce,55,MQL,Mid,Rep A,2025-06-29
1700,Thomas Hall,"Harvey, Conley and Chapman",mwagner@hotmail.com,(486)466-5935x2385,LinkedIn DMs,Healthcare,45,MQL,Mid,Rep D,2025-05-19
1701,Shelly Martinez,Ferrell Ltd,wilsoncraig@gmail.com,+1-357-373-9325x0192,Webinar,FinTech,79,SQL,High,Rep D,2025-04-18
1702,Travis Middleton,Huang-Ruiz,davidnguyen@griffith.net,9820533775,Facebook Ads,HRTech,90,Customer,High,Rep A,2025-04-24
1703,Joseph Rivas,"Wheeler, Sanchez and Miller",sullivanjonathan@oconnor-pittman.com,+1-742-178-7830x0575,Referral,E-commerce,85,Customer,High,Rep D,2025-04-19
1704,Kathleen Pennington,"Lee, Mcconnell and Jacobs",wfuentes@miller.com,7218265353,Email Campaign,EdTech,62,SQL,High,Rep B,2025-05-25
1705,Thomas Rodriguez,"Shah, Hart and Blake",christinanelson@gmail.com,(147)493-5494,Website Form,HRTech,49,MQL,Mid,Rep A,2025-04-14
1706,Jon Watson,Blair-Townsend,zberry@gmail.com,+1-709-993-5427,Facebook Ads,HRTech,95,Customer,High,Rep B,2025-06-29
1707,Cameron Clark,Morse-Schultz,igriffin@guerrero.org,001-669-416-2031x5915,Website Form,EdTech,25,Lead,Low,Rep C,2025-06-24
1708,Brian Hahn,Johnson PLC,hughespamela@gmail.com,(035)183-8604x008,LinkedIn DMs,SaaS,23,Lead,Low,Rep C,2025-04-13
1709,Kristie Martin,Gardner and Sons,smithleslie@turner-hill.net,972-396-1242,Email Campaign,E-commerce,24,Lead,Low,Rep A,2025-06-06
1710,Maria Thompson,Ross and Sons,cwang@lee-saunders.org,452-490-5413x237,Website Form,HRTech,38,MQL,Low,Rep C,2025-04-11
1711,Jacob Farrell,"Morgan, Lawson and Evans",cassandra28@hotmail.com,515-473-6531,Referral,EdTech,28,Lead,Low,Rep C,2025-05-28
1712,James Morgan,"Smith, Flores and Nelson",zacharyhoward@huff-johnston.com,225.560.0101,LinkedIn DMs,SaaS,21,Lead,Low,Rep A,2025-05-01
1713,Elizabeth Grant,Patterson LLC,wgreen@chambers.com,(986)188-9186,Website Form,HRTech,54,MQL,Low,Rep A,2025-04-22
1714,Kyle Downs,Roman Group,jessica12@trujillo-johnson.com,099-149-2141x7101,LinkedIn DMs,SaaS,18,Lead,Low,Rep D,2025-05-31
1715,Vincent Flores,Martin and Sons,perryglenn@yahoo.com,001-886-332-0026x839,LinkedIn DMs,HRTech,36,MQL,Mid,Rep B,2025-05-17
1716,Amanda Lee,Cunningham-Lee,wilsonjohn@miller-duke.com,6475661396,Referral,FinTech,99,Customer,High,Rep D,2025-04-10
1717,John Foster,"Hampton, Delacruz and Gilmore",kellyfuller@yahoo.com,840-614-8546,LinkedIn DMs,HRTech,45,MQL,Mid,Rep D,2025-06-16
1718,Samantha Palmer,Wagner Group,harrisdavid@gmail.com,001-772-615-6849x33147,LinkedIn DMs,FinTech,73,SQL,Mid,Rep A,2025-05-12
1719,Diana Powell,"Daniels, Carter and Huang",gabriellejones@hotmail.com,450-252-8431x2954,Facebook Ads,E-commerce,53,MQL,Mid,Rep A,2025-04-25
1720,Robert Gross,Brooks PLC,mjackson@hotmail.com,0672825244,Webinar,SaaS,30,MQL,Low,Rep B,2025-04-20
1721,Christine Estrada,Santos and Sons,nhuang@taylor-tapia.biz,001-979-709-9845x2205,Facebook Ads,E-commerce,60,SQL,High,Rep C,2025-05-28
1722,Patricia Rose,"Patel, Ramirez and Mclaughlin",kevin73@gmail.com,(816)308-1832x815,Website Form,SaaS,98,Customer,High,Rep B,2025-05-28
1723,Christopher Griffin,Wade-Suarez,cpowell@yahoo.com,+1-127-972-8824x635,Website Form,Healthcare,32,MQL,Low,Rep D,2025-05-26
1724,Haley Hampton,Thomas Inc,paul76@hotmail.com,1782926889,Email Campaign,FinTech,67,SQL,High,Rep C,2025-05-23
1725,Hector Welch,"Long, Morton and Bates",hbrewer@kemp-camacho.com,404-153-5481,Referral,HRTech,67,SQL,High,Rep D,2025-04-21
1726,Christopher Blankenship,"Mccann, Perkins and Douglas",bairdmatthew@williams.com,441.814.6950x714,Webinar,E-commerce,28,Lead,Low,Rep C,2025-04-09
1727,Nicole Brown,"Scott, Bell and Anderson",jballard@mccarthy.com,+1-790-356-5116x998,Facebook Ads,FinTech,44,MQL,Mid,Rep A,2025-05-14
1728,Robert Brewer,"Evans, Joyce and Perez",jennifer53@mayer.com,580.426.7269x66824,Referral,E-commerce,79,SQL,Mid,Rep C,2025-06-15
1729,Desiree Patrick,Adams-Weber,ibutler@yahoo.com,(584)035-2621x20407,Website Form,E-commerce,41,MQL,Low,Rep A,2025-05-26
1730,David Rodriguez,Kirk Inc,cheyennehernandez@yahoo.com,8063763158,Referral,Healthcare,63,SQL,High,Rep A,2025-05-13
1731,Linda Johnson,Hobbs-Miller,davidmiller@garcia-vega.com,+1-308-637-0126,Website Form,E-commerce,23,Lead,Low,Rep B,2025-05-21
1732,Katelyn Alexander,Brown-Barton,amanda31@hill-simmons.com,+1-040-180-7949x80065,Referral,E-commerce,75,SQL,Mid,Rep D,2025-06-02
1733,William Miranda,"Bruce, Vazquez and Cruz",vincentchelsea@gmail.com,313-210-7032,Facebook Ads,Healthcare,48,MQL,Low,Rep C,2025-04-30
1734,Stephen Holt,Fowler LLC,lynngarza@yahoo.com,418.498.6935x02850,Referral,EdTech,32,MQL,Mid,Rep C,2025-04-12
1735,Joseph Bryant,Bell Ltd,bparks@hotmail.com,+1-617-027-7591x107,Website Form,Healthcare,57,MQL,Mid,Rep D,2025-06-08
1736,Richard Tyler,Stewart Ltd,gmullins@gmail.com,775.658.6959,Referral,E-commerce,100,Customer,High,Rep D,2025-07-01
1737,Denise Castillo,Buckley Ltd,julierodriguez@yahoo.com,(645)807-1906x45700,Email Campaign,EdTech,33,MQL,Mid,Rep C,2025-06-30
1738,James Everett,Alvarado-Joseph,wardcasey@hotmail.com,001-472-594-8776,Website Form,FinTech,24,Lead,Low,Rep C,2025-04-14
1739,Jessica Donovan,Walker-Campbell,johnsonjesse@serrano-patterson.com,(051)713-6445x92364,Website Form,EdTech,39,MQL,Mid,Rep C,2025-06-20
1740,Katherine Chapman,Miller-Evans,juliecooper@stewart.com,831-425-6035,Referral,FinTech,34,MQL,Low,Rep B,2025-04-12
1741,Claire French,Sanchez Inc,bjohnson@gmail.com,+1-504-854-8743x90020,Website Form,EdTech,56,MQL,Low,Rep C,2025-05-22
1742,Lisa Green,"Vargas, Ramirez and Bennett",anna18@castaneda.com,001-430-714-1747x15749,Webinar,SaaS,28,Lead,Low,Rep A,2025-05-30
1743,Sherri Ross,Stevens-Odonnell,emiller@yahoo.com,(147)027-9404x9861,Website Form,EdTech,37,MQL,Low,Rep D,2025-04-12
1744,Christopher Norton,"Baldwin, Tyler and Combs",elizabeth53@hill.com,001-202-9895x548,Website Form,Healthcare,7,Lead,Low,Rep C,2025-06-25
1745,Dr. Casey Woods DVM,"Perez, Wade and Liu",bradley72@jones.com,+1-602-671-4062x0963,Webinar,EdTech,68,SQL,Mid,Rep A,2025-04-09
1746,Megan Koch,King-Burke,andradekristie@gmail.com,+1-660-098-6780x001,Email Campaign,SaaS,37,MQL,Low,Rep B,2025-06-18
1747,Christina Lee,"Smith, Howard and Rogers",dawsondeborah@richards.com,+1-015-405-6269x595,Webinar,E-commerce,56,MQL,Mid,Rep B,2025-04-12
1748,Erin Morrison,"Blanchard, Bailey and Carter",aburke@hotmail.com,158-631-9590x357,LinkedIn DMs,Healthcare,65,SQL,High,Rep C,2025-06-16
1749,Amy White,Adams Inc,brendacontreras@maxwell.net,276.511.4020x0731,LinkedIn DMs,SaaS,65,SQL,Mid,Rep B,2025-06-03
1750,Michael Martin,Burns-Ellis,fordcharles@gregory-king.com,6286479231,Facebook Ads,EdTech,47,MQL,Mid,Rep A,2025-05-19
1751,Nichole Cruz PhD,"Garcia, Alexander and Skinner",morgan81@lloyd-hamilton.com,(439)694-5915x1161,Referral,EdTech,20,Lead,Low,Rep B,2025-04-26
1752,Earl Robertson,"Gonzales, Jones and Paul",renee46@gmail.com,013.718.9327,Email Campaign,Healthcare,19,Lead,Low,Rep A,2025-05-11
1753,Terry Ball,"Howard, Smith and Haney",brandon43@yahoo.com,(446)902-4666x45029,LinkedIn DMs,HRTech,29,Lead,Low,Rep B,2025-05-27
1754,Oscar Berry,Martinez LLC,johncook@hotmail.com,880-719-6314x291,Facebook Ads,Healthcare,74,SQL,High,Rep A,2025-05-24
1755,James Cruz,Stark and Sons,ashleywalters@gmail.com,(973)248-3191x594,Website Form,E-commerce,60,SQL,High,Rep B,2025-04-21
1756,Jenna Larson,Simpson-Anderson,juliesullivan@yahoo.com,870-975-2851,Facebook Ads,EdTech,18,Lead,Low,Rep A,2025-06-09
1757,Tina Zavala,"Smith, Galloway and Doyle",allenkaitlin@gmail.com,+1-849-583-4358,Webinar,HRTech,92,Customer,High,Rep D,2025-05-01
1758,Mary Thompson,"Mccall, Owens and Davis",megan94@hotmail.com,261.676.4568,Facebook Ads,EdTech,35,MQL,Low,Rep B,2025-06-25
1759,Paul Callahan,Dunn-Alexander,ppaul@yahoo.com,5829097046,Website Form,SaaS,43,MQL,Low,Rep D,2025-06-19
1760,Catherine Ford,"Campos, Aguilar and Mitchell",elizabeth53@rowland.org,001-866-479-9073,Webinar,Healthcare,95,Customer,High,Rep C,2025-05-18
1761,Randall Brady,Wilcox-Nelson,gloria00@hotmail.com,(980)965-5904,Referral,SaaS,91,Customer,High,Rep A,2025-04-20
1762,Melanie Wilcox,"Nguyen, Dyer and Hamilton",acrawford@hotmail.com,001-791-883-6164,Email Campaign,Healthcare,11,Lead,Low,Rep D,2025-05-09
1763,Linda Walker,"Payne, Barber and Jones",calhounsara@ray.com,278-108-3000x753,LinkedIn DMs,EdTech,49,MQL,Mid,Rep C,2025-06-29
1764,Mr. Thomas Campbell,Kennedy PLC,samuelmyers@hill-hall.com,885.574.9262x777,Referral,Healthcare,38,MQL,Low,Rep D,2025-04-23
1765,Cesar Mora,Allen Group,palmershannon@yahoo.com,(173)992-0517x718,LinkedIn DMs,E-commerce,64,SQL,High,Rep C,2025-05-26
1766,Sierra King,Green-Baldwin,mahoneytammy@ramirez.info,191.975.6832,Email Campaign,HRTech,69,SQL,High,Rep B,2025-05-12
1767,Karen Adams,Garner-Graham,slewis@hotmail.com,(547)223-0308x5938,Facebook Ads,E-commerce,8,Lead,Low,Rep D,2025-06-28
1768,Kathleen Howard,Washington-Robertson,harrisscott@sheppard.com,227-808-1088,Email Campaign,SaaS,34,MQL,Mid,Rep A,2025-05-22
1769,Mrs. Michelle Gonzalez,Collins-Chen,mmckee@blackburn.com,(535)968-5683x8905,LinkedIn DMs,SaaS,48,MQL,Mid,Rep A,2025-04-07
1770,Spencer Campos,Ortiz-Tucker,zadams@gmail.com,9303740063,LinkedIn DMs,E-commerce,56,MQL,Mid,Rep C,2025-06-01
1771,Kyle Kline,"Hale, Brown and Finley",abigailwells@nelson-arnold.com,(851)775-6565,Webinar,EdTech,76,SQL,High,Rep C,2025-05-25
1772,Dawn Matthews,Gardner Group,lori63@yahoo.com,052.457.9517x06495,LinkedIn DMs,HRTech,65,SQL,Mid,Rep A,2025-04-17
1773,Kathleen Miller,Bell-Taylor,lkim@norris-huang.com,001-762-126-6350,Webinar,FinTech,31,MQL,Mid,Rep B,2025-05-04
1774,Sara Smith,"Chang, Goodman and Parsons",nrussell@yahoo.com,(833)238-3562,Webinar,FinTech,4,Lead,Low,Rep A,2025-05-20
1775,Christine Davis,"Miller, Romero and Hernandez",wsmith@ochoa-munoz.net,(301)134-8265,LinkedIn DMs,E-commerce,50,MQL,Low,Rep D,2025-06-13
1776,Chad Hickman,"Rowland, Spencer and Pruitt",mayrebecca@yahoo.com,463-970-9035,Facebook Ads,E-commerce,69,SQL,High,Rep C,2025-06-22
1777,Megan Marsh,Garrett Group,frivera@ruiz-tucker.com,329.769.1131x88336,Email Campaign,HRTech,30,MQL,Low,Rep C,2025-05-07
1778,Lisa Hill,Trevino PLC,fisherpatricia@perez-ross.com,180-137-4258x711,Facebook Ads,Healthcare,88,Customer,High,Rep D,2025-05-13
1779,Anna Page,Ramsey LLC,williamslonnie@hotmail.com,568.542.0667x124,Facebook Ads,Healthcare,59,MQL,Mid,Rep B,2025-06-01
1780,David Hicks,Heath-Thomas,burnetttracy@yahoo.com,001-838-939-2428x112,Webinar,E-commerce,67,SQL,Mid,Rep C,2025-06-05
1781,Jason Aguilar,"Robinson, Wilkins and Hanna",ufreeman@yahoo.com,135.035.7433,Email Campaign,E-commerce,75,SQL,Mid,Rep D,2025-05-29
1782,Sophia Johnson,"Shepard, Lee and Willis",aarongreen@gmail.com,419.888.8663x183,Facebook Ads,E-commerce,45,MQL,Mid,Rep A,2025-05-11
1783,Jason Harris,"Salinas, Williams and Carter",zford@gmail.com,(768)067-0480,LinkedIn DMs,EdTech,4,Lead,Low,Rep B,2025-04-22
1784,Dorothy Moran,"Smith, Montgomery and Shepard",jodi56@ball-hughes.com,9069122189,Webinar,HRTech,26,Lead,Low,Rep A,2025-05-23
1785,Matthew Graham,Smith and Sons,pmartin@steele.com,191.226.6755,LinkedIn DMs,FinTech,27,Lead,Low,Rep D,2025-05-06
1786,Joshua Kennedy,Newton LLC,upowers@gmail.com,689-391-8521x4795,Facebook Ads,EdTech,46,MQL,Mid,Rep D,2025-05-31
1787,Kimberly Chapman,"Harris, Lowe and Townsend",shawn28@hotmail.com,(942)114-5856x197,LinkedIn DMs,HRTech,64,SQL,Mid,Rep D,2025-06-27
1788,Alyssa Osborn,"Garner, Hartman and Lawrence",brittanydavis@patel.com,294.883.1810x070,Website Form,SaaS,91,Customer,High,Rep D,2025-06-27
1789,Heather Wiley,Wright-Castillo,cgarcia@newman.com,001-220-325-4408x13727,Referral,EdTech,51,MQL,Low,Rep C,2025-06-10
1790,Patrick Garcia,Vega Inc,xshaffer@patton.com,6791338434,Referral,Healthcare,50,MQL,Mid,Rep C,2025-06-12
1791,Matthew Boyd,Ramos-Rodriguez,antonio29@harris.com,4777932082,Webinar,Healthcare,6,Lead,Low,Rep B,2025-05-25
1792,Ashley Chen,"Ramirez, Gutierrez and Nguyen",zmartinez@yahoo.com,+1-864-368-1281x1731,LinkedIn DMs,Healthcare,59,MQL,Mid,Rep B,2025-06-28
1793,Christopher Adkins,Murphy and Sons,chadmartinez@yahoo.com,(992)647-6965,Webinar,SaaS,15,Lead,Low,Rep C,2025-06-21
1794,David Brown,"Rogers, Hayes and Tucker",matthew97@burton-baker.biz,001-171-591-2046,Referral,E-commerce,30,MQL,Mid,Rep B,2025-05-02
1795,Jared Harrison,Lewis Ltd,robert69@hotmail.com,464.905.7520,Website Form,HRTech,42,MQL,Low,Rep B,2025-05-17
1796,Olivia Peters,Gonzalez-Bates,joshuawalker@hoffman.com,(076)265-0640x36840,Webinar,HRTech,37,MQL,Low,Rep D,2025-06-12
1797,Kevin Martin,Shelton-Lopez,danielhayes@hammond-mckenzie.com,251.609.6477x1653,Email Campaign,E-commerce,42,MQL,Low,Rep B,2025-05-06
1798,Robert Kim,"Nunez, Baldwin and Smith",wilkersonchristopher@hotmail.com,817.709.7632x9237,Referral,EdTech,35,MQL,Mid,Rep A,2025-04-21
1799,Victor Bailey,Osborne-Rojas,kenneth32@yahoo.com,8632831682,Website Form,FinTech,87,Customer,High,Rep B,2025-06-07
1800,Joseph Ferrell,Wells Inc,sandy21@hotmail.com,001-360-806-0831x7427,Website Form,EdTech,6,Lead,Low,Rep D,2025-04-28
1801,Sean Wheeler,"Fernandez, James and Mccarthy",vincent42@white-watson.com,118-556-5761x0828,Email Campaign,EdTech,68,SQL,High,Rep A,2025-06-21
1802,Deanna Carroll,"Smith, Walter and Reed",vicki63@gmail.com,252-615-9826x81056,Webinar,FinTech,18,Lead,Low,Rep A,2025-04-16
1803,Jeffrey Kelley,Mccoy Inc,vstewart@perez-newman.info,234.290.0047,Email Campaign,HRTech,73,SQL,High,Rep B,2025-05-13
1804,Tonya Valdez,Guzman-Moore,danielslisa@gmail.com,9095233631,Website Form,EdTech,29,Lead,Low,Rep B,2025-04-27
1805,Mark Gillespie,Cox and Sons,melissa19@hotmail.com,(757)761-6480x4210,Email Campaign,Healthcare,77,SQL,High,Rep D,2025-04-04
1806,Alexa Patterson,Martinez PLC,kimberlyrose@foster.net,893.148.9044x952,Email Campaign,SaaS,59,MQL,Mid,Rep D,2025-05-12
1807,James Hill,Brown-Peck,qoneal@wilson.com,054-127-3345x056,Webinar,SaaS,47,MQL,Low,Rep B,2025-06-10
1808,Daniel Schroeder,"Phillips, Woods and Cabrera",peterhernandez@hernandez.com,135.796.6994x356,Webinar,FinTech,17,Lead,Low,Rep A,2025-05-31
1809,Stephanie Norris,"Garcia, Perez and Evans",jerry96@yahoo.com,873.715.2733x006,Website Form,FinTech,96,Customer,High,Rep C,2025-04-16
1810,Karen Alexander,"Murray, Brown and Sanchez",marie71@gmail.com,(736)507-3314x07490,LinkedIn DMs,Healthcare,22,Lead,Low,Rep A,2025-04-03
1811,David Martin,Williams and Sons,jeffreyaguilar@simmons.com,+1-306-563-3536,LinkedIn DMs,SaaS,68,SQL,High,Rep D,2025-05-24
1812,Michele Williams,Ortega Inc,travis36@yahoo.com,3067509919,Webinar,SaaS,69,SQL,High,Rep C,2025-06-09
1813,Tyler Flores,"Collins, Contreras and Weber",tracy63@williams.com,001-526-359-0434,LinkedIn DMs,FinTech,37,MQL,Low,Rep A,2025-04-15
1814,Mrs. Jill Johns MD,Smith Inc,rodriguezlucas@yahoo.com,318.842.2478x9306,LinkedIn DMs,EdTech,49,MQL,Low,Rep B,2025-05-27
1815,Brianna Beasley,Robbins Ltd,elizabeth81@gmail.com,+1-582-943-8002,LinkedIn DMs,E-commerce,13,Lead,Low,Rep A,2025-06-26
1816,Michael Sullivan,"Summers, Clark and Kline",marcbraun@hotmail.com,+1-595-801-3264,Email Campaign,EdTech,34,MQL,Low,Rep A,2025-05-01
1817,Dr. Kevin Dunn,Johnson-English,xsoto@gmail.com,285-527-9936,Webinar,E-commerce,86,Customer,High,Rep D,2025-05-11
1818,Eric Holland,"Smith, Mccoy and Brown",pjennings@blankenship.net,+1-778-630-7818x06597,Website Form,E-commerce,53,MQL,Mid,Rep C,2025-04-25
1819,Joseph Davis,"Aguirre, Stewart and Faulkner",tonyamarquez@yahoo.com,001-115-524-1577x9258,Webinar,EdTech,87,Customer,High,Rep B,2025-06-03
1820,Cindy Holloway,"Carson, Farley and Li",ybentley@tapia-holmes.com,+1-814-493-2895x57918,Webinar,E-commerce,51,MQL,Mid,Rep D,2025-06-07
1821,Colin Harris,"Robles, Hoffman and Edwards",ericchandler@reid-robinson.com,+1-646-005-6141x0488,Website Form,E-commerce,3,Lead,Low,Rep C,2025-05-09
1822,Jennifer Kim,"Baker, Mosley and Hill",williamsanders@gmail.com,+1-121-967-3971,Email Campaign,SaaS,42,MQL,Low,Rep C,2025-06-19
1823,Tom James,Woodard-Gonzales,alexanderbrewer@yahoo.com,8507085176,Webinar,FinTech,98,Customer,High,Rep B,2025-05-16
1824,Bobby Contreras,Jones-Dunlap,clittle@jacobson.com,961.938.1078,Website Form,Healthcare,32,MQL,Mid,Rep B,2025-06-12
1825,Jose Gutierrez,"Butler, Park and Hensley",kberry@smith-clay.com,418-184-3979,Webinar,E-commerce,51,MQL,Mid,Rep D,2025-04-07
1826,Miguel Roth,Sanchez Group,johnthompson@davis.net,0729236579,Website Form,EdTech,85,Customer,High,Rep D,2025-05-24
1827,Diane Castro,Barber-Burke,ronaldbrown@rodriguez.com,001-401-486-1271x3905,Website Form,Healthcare,46,MQL,Low,Rep B,2025-04-21
1828,Jeffrey Kim,Patton-Leonard,tammydouglas@hotmail.com,9695946962,Email Campaign,E-commerce,21,Lead,Low,Rep C,2025-05-28
1829,Eric Nguyen,"Zamora, Ho and Ramos",philip18@hotmail.com,407.499.1155x390,Website Form,E-commerce,44,MQL,Low,Rep B,2025-04-15
1830,Marcus Lin,Ross LLC,kara07@moss.org,(950)508-6610,Referral,Healthcare,11,Lead,Low,Rep B,2025-06-28
1831,Morgan Reynolds,Mitchell Ltd,hartmanadam@jackson-crosby.com,203-626-5336,Website Form,EdTech,68,SQL,High,Rep B,2025-05-05
1832,David Knight,"White, Cuevas and Wood",melissareed@gmail.com,932-415-6880x7285,Email Campaign,SaaS,1,Lead,Low,Rep B,2025-05-15
1833,John Gardner,"Patrick, Smith and Holland",christian05@dominguez.com,001-314-504-1158,Facebook Ads,SaaS,92,Customer,High,Rep C,2025-06-10
1834,Joseph Edwards,Owens-West,annawalsh@zimmerman-wilson.com,(052)856-2558x13666,Email Campaign,EdTech,63,SQL,High,Rep C,2025-07-01
1835,Joseph Peters,Jensen Ltd,joshuawood@hotmail.com,(521)221-5563x144,Webinar,EdTech,24,Lead,Low,Rep C,2025-06-06
1836,Franklin Graham,Kerr-Washington,marilyn26@hotmail.com,422-927-1069,Facebook Ads,HRTech,99,Customer,High,Rep C,2025-05-19
1837,Jeremy Dennis,Burton-Wright,brownmartha@lee.org,236.451.1865,Website Form,E-commerce,13,Lead,Low,Rep D,2025-06-01
1838,Angelica Figueroa,Weeks-Tran,zburke@ewing-joseph.com,3035622135,Facebook Ads,HRTech,98,Customer,High,Rep C,2025-04-04
1839,Deborah Fry,"Johnson, Welch and Vargas",esmith@hotmail.com,+1-213-305-7151x9593,Email Campaign,HRTech,11,Lead,Low,Rep A,2025-04-22
1840,Charles Miller,Ferguson and Sons,keith82@hotmail.com,857.312.5733,Webinar,EdTech,100,Customer,High,Rep D,2025-06-26
1841,Steven Edwards,Elliott PLC,robertobrien@riddle-rivera.org,730.016.3881,Webinar,HRTech,51,MQL,Mid,Rep D,2025-05-19
1842,Michael Hernandez PhD,Smith Ltd,zacharyrobinson@jones.com,+1-747-295-6469x471,LinkedIn DMs,E-commerce,17,Lead,Low,Rep A,2025-04-26
1843,Renee Salinas,Hardin Group,whitelaura@armstrong-fowler.biz,+1-164-831-2306x8125,Facebook Ads,Healthcare,99,Customer,High,Rep A,2025-06-13
1844,Kara Jefferson,"Mccoy, Miller and Brown",gregory06@garcia.biz,001-142-458-6414x582,Webinar,HRTech,82,Customer,High,Rep B,2025-04-24
1845,Shaun Medina,Martin-Mcmahon,jamesalexander@owens.com,747-464-0230x5541,Website Form,HRTech,86,Customer,High,Rep B,2025-04-15
1846,Eric Thomas,Cook Ltd,dmiddleton@hotmail.com,(014)033-6769x12357,LinkedIn DMs,EdTech,24,Lead,Low,Rep D,2025-05-28
1847,Allen Reid,Davis Group,fosterarthur@gmail.com,001-867-951-4316,Facebook Ads,EdTech,19,Lead,Low,Rep D,2025-05-09
1848,Heather Doyle,Underwood-Ramos,shelia16@gmail.com,+1-717-215-6639x62795,Website Form,HRTech,37,MQL,Mid,Rep A,2025-04-29
1849,Wendy Brown,Santiago Ltd,jjones@yahoo.com,001-049-396-4117x7449,Facebook Ads,SaaS,85,Customer,High,Rep C,2025-04-30
1850,Robert James,Combs-Stevens,yatesanthony@baldwin.com,(837)025-6202,LinkedIn DMs,HRTech,8,Lead,Low,Rep A,2025-07-01
1851,Robin Cain,Anderson-Schultz,jenniferperkins@yahoo.com,0541316587,Email Campaign,HRTech,28,Lead,Low,Rep C,2025-06-17
1852,Anthony Brown,Thomas and Sons,omiller@johnson.com,(612)963-1156x9717,Website Form,FinTech,5,Lead,Low,Rep C,2025-06-09
1853,Jason Butler,"Anderson, Bird and Fuentes",debra74@hotmail.com,502.615.8618x613,Webinar,EdTech,17,Lead,Low,Rep D,2025-05-02
1854,Andrea Morales,Keller Group,qbass@hotmail.com,001-597-378-6265x91179,Referral,HRTech,36,MQL,Low,Rep A,2025-06-02
1855,Keith Jones,"Jackson, Sellers and Zimmerman",andrew25@hughes.net,(927)321-0873x7742,LinkedIn DMs,SaaS,19,Lead,Low,Rep B,2025-06-04
1856,Richard Shepherd,Fritz-Robertson,brian27@hotmail.com,057.964.3887,Website Form,Healthcare,64,SQL,Mid,Rep A,2025-06-16
1857,Dustin Bennett,Mitchell Group,david72@gmail.com,130.400.5129,Referral,EdTech,91,Customer,High,Rep C,2025-04-28
1858,Jennifer Gilbert,Leon-Evans,ryanmitchell@gmail.com,001-527-032-0361x36263,Webinar,FinTech,98,Customer,High,Rep D,2025-05-28
1859,Patricia Shaw,"Lopez, Stephens and Hernandez",joseph13@salas-gutierrez.com,981.085.0009x19765,LinkedIn DMs,HRTech,11,Lead,Low,Rep A,2025-05-18
1860,Autumn Hartman,Lopez PLC,wisedarryl@yahoo.com,+1-087-822-3855x4768,Email Campaign,Healthcare,54,MQL,Low,Rep C,2025-04-28
1861,James Edwards,Vaughn Group,johnny09@downs-evans.info,076-644-4106x192,Email Campaign,E-commerce,45,MQL,Mid,Rep A,2025-04-07
1862,Rachael Ferrell PhD,"Taylor, Hernandez and Mercado",bcohen@clark-nichols.com,(918)461-2239,Facebook Ads,EdTech,47,MQL,Low,Rep A,2025-04-13
1863,Brandy Newton,"Acosta, Davis and Sloan",xduffy@young-williams.org,(667)316-7850,Website Form,EdTech,12,Lead,Low,Rep B,2025-05-02
1864,Shaun Juarez,Allen-Mcgee,jonathan39@yahoo.com,(801)870-5284,Email Campaign,SaaS,21,Lead,Low,Rep A,2025-05-07
1865,Brandon Kelly,"Gibson, Gibson and Miller",bensonkristen@hotmail.com,298.108.6044x15938,LinkedIn DMs,EdTech,11,Lead,Low,Rep B,2025-05-04
1866,Kevin Jones,Ramirez Group,deanna33@hotmail.com,159.743.3343x411,Website Form,Healthcare,92,Customer,High,Rep D,2025-06-16
1867,Cassandra Walsh,Gallegos-Garcia,qrodgers@gmail.com,(294)830-2204,Facebook Ads,HRTech,5,Lead,Low,Rep B,2025-05-23
1868,Joseph Parker,Delgado LLC,angela62@allen.net,+1-418-071-7809x8865,Email Campaign,HRTech,81,Customer,High,Rep B,2025-05-28
1869,Theresa Jones,Parsons-Thompson,deborah51@wagner.com,556.517.3942x620,Website Form,HRTech,56,MQL,Mid,Rep B,2025-06-04
